HourOfYear,Electrolyzer_Capacity_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_hr,qSteam_Electrolyzer_MWth,pIES_MW,H2_Storage_Level_kg,H2_to_Market_kg_hr,H2_from_Storage_kg_hr,H2_net_to_Storage_kg_hr,"Electrolyzer_Status (0=off, 1=on)","Electrolyzer_Startup (0=no, 1=yes)","Electrolyzer_Shutdown (0=no, 1=yes)",DegradationState_Units,pElectrolyzerRampPos_MW,pElectrolyzerRampNeg_MW,qSteamElectrolyzerRampPos_MWth,qSteamElectrolyzerRampNeg_MWth,RegUp_Turbine_MW,RegDown_Turbine_MW,SR_Turbine_MW,NSR_Turbine_MW,RegUp_Electrolyzer_MW,RegDown_Electrolyzer_MW,SR_Electrolyzer_MW,NSR_Electrolyzer_MW,ECRS_Turbine_MW,ECRS_Electrolyzer_MW,Total_RegUp_MW,Total_RegDown_MW,Total_SR_MW,Total_NSR_MW,Total_ECRS_MW,EnergyPrice_LMP_USDperMWh,p_RegU_ERCOT,deploy_factor_RegU_ERCOT,loc_RegU_ERCOT,p_RegD_ERCOT,deploy_factor_RegD_ERCOT,loc_RegD_ERCOT,p_Spin_ERCOT,deploy_factor_Spin_ERCOT,loc_Spin_ERCOT,p_NSpin_ERCOT,deploy_factor_NSpin_ERCOT,loc_NSpin_ERCOT,p_ECRS_ERCOT,deploy_factor_ECRS_ERCOT,loc_ECRS_ERCOT,Deployed_Up_Reserves_MW,Deployed_Down_Reserves_MW,Revenue_Energy_USD,Revenue_Hydrogen_USD,Revenue_Ancillary_USD,Revenue_Total_USD,Cost_VOM_Turbine_USD,Cost_VOM_Electrolyzer_USD,Cost_Water_USD,Cost_Ramping_USD,Cost_Storage_Cycle_USD,Cost_Startup_USD,Cost_HourlyOpex_Total_USD,Profit_Hourly_USD
4358,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.4487,9.6515,0.7421,0.0337,11.4878,0.7614,-0.2448,17.1937,0.8751,-0.498,16.6376,0.8308,-0.16,13.2412,0.9301,0.097,0.0,0.0,21070.506,0.0,-0.7721,21069.7339,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20309.7339
4359,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.6156,14.1434,0.6717,0.1181,12.4407,0.7793,0.0346,13.6617,0.8407,-0.2984,13.7045,0.8875,-0.0118,18.2527,0.9376,0.1269,0.0,0.0,23413.928,0.0,-0.0306,23413.8974,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,22653.8974
4360,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0587,12.9415,0.7036,0.4143,15.1998,0.7713,-0.1848,19.1395,0.9148,0.0415,16.3397,0.8858,0.246,25.6914,0.9297,0.0793,0.0,0.0,23962.306,0.0,0.5963,23962.9023,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,23202.9023
4361,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5355,13.282,0.7149,0.2907,15.6196,0.8013,-0.2432,12.7963,0.9064,0.0204,23.0208,0.8947,0.2798,24.3043,0.9205,-0.3911,0.0,0.0,23383.49,0.0,-0.0434,23383.4466,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,22623.4466
4362,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5348,13.4559,0.7457,-0.3088,13.0335,0.7745,-0.0153,17.5221,0.902,0.0544,7.4551,0.9232,0.2685,10.3321,0.9331,0.222,0.0,0.0,21103.224,0.0,0.2208,21103.4448,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20343.4448
4363,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.042,11.9755,0.7482,-0.1461,14.6812,0.7932,-0.2043,14.3398,0.9175,0.4351,3.0,0.9304,-0.0661,20.8697,0.9001,0.4633,0.0,0.0,22815.96,0.0,0.4819,22816.4419,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,22056.4419
4364,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0474,17.3308,0.7188,-0.2056,11.4578,0.7624,-0.0175,5.4686,0.8606,0.0398,27.2857,0.9568,0.3561,19.6166,0.9166,-0.1276,0.0,0.0,23958.012,0.0,0.0452,23958.0572,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,23198.0572
4365,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0159,18.0566,0.7315,0.1113,11.7952,0.7569,-0.0263,15.4223,0.8317,0.0348,13.3314,0.9464,-0.1269,14.8824,0.8806,-0.068,0.0,0.0,19766.042,0.0,-0.0751,19765.9669,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,19005.9669
4366,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.077,7.455,0.7362,-0.1205,15.0144,0.7054,0.047,18.5383,0.8842,-0.0487,15.7645,0.9274,0.0597,20.1276,0.8972,0.3626,0.0,0.0,23969.26,0.0,0.3001,23969.5601,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,23209.5601
4367,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3711,16.2844,0.7619,-0.0955,12.18,0.6724,-0.2345,11.3655,0.8641,0.0871,6.1575,0.9177,0.2929,7.734,0.8995,0.2086,0.0,0.0,18001.018,0.0,0.2586,18001.2766,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17241.2766
4368,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5732,19.6864,0.7397,-0.0586,14.3906,0.6801,0.2119,4.9136,0.9162,0.1655,4.1644,0.9401,-0.0045,16.9229,0.8998,0.312,0.0,0.0,18077.816,0.0,0.6263,18078.4423,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17318.4423
4369,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.637,11.8147,0.7111,0.0927,11.4669,0.6814,0.1878,14.8022,0.9278,0.0134,9.4298,0.9391,-0.0123,14.5858,0.8734,-0.3372,0.0,0.0,15822.06,0.0,-0.0556,15822.0044,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15062.0044
4370,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0448,9.7748,0.715,-0.0653,5.4766,0.6321,-0.011,11.9568,0.9334,-0.2936,14.5783,0.9859,0.304,14.3509,0.8908,0.2959,0.0,0.0,16737.024,0.0,0.23,16737.254,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15977.254
4371,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6283,8.1777,0.711,0.2421,8.1512,0.6559,0.0812,9.8508,0.9387,-0.2481,4.7226,0.9827,0.2054,9.7538,0.9029,-0.5246,0.0,0.0,12398.754,0.0,-0.244,12398.51,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11638.51
4372,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6102,9.7182,0.6917,-0.2726,15.4125,0.6716,0.1083,12.1307,0.9749,0.1398,5.2337,0.9939,0.223,6.4941,0.9049,0.6093,0.0,0.0,14291.876,0.0,0.8078,14292.6838,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13532.6838
4373,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5391,11.4721,0.6761,-0.37,8.3077,0.6479,0.1394,15.3275,0.9663,-0.218,6.1369,0.9896,0.2361,15.072,0.8391,0.1183,0.0,0.0,13124.858,0.0,-0.0942,13124.7638,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12364.7638
4374,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0172,9.8703,0.7244,-0.1631,10.4961,0.6937,0.1251,7.3069,0.95,-0.0628,11.1639,0.9492,0.05,10.5483,0.8521,0.0829,0.0,0.0,15586.536,0.0,0.0321,15586.5681,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14826.5681
4375,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3118,11.7072,0.7181,-0.2542,5.5056,0.6971,0.1147,8.3876,0.9625,-0.454,7.7903,0.864,-0.1011,12.6949,0.8768,0.8253,0.0,0.0,17598.484,0.0,0.1307,17598.6147,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16838.6147
4376,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1589,9.0561,0.7536,0.0139,8.7509,0.666,0.0701,17.0237,0.9466,0.234,20.8178,0.9013,0.1719,16.0609,0.8641,0.0808,0.0,0.0,17540.382,0.0,0.5707,17540.9527,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16780.9527
4377,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1416,8.6009,0.8145,-0.0999,7.8085,0.6998,0.0938,17.3167,0.9793,-0.143,6.5586,0.9075,-0.3467,9.2114,0.8482,0.3603,0.0,0.0,12593.808,0.0,-0.1355,12593.6725,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11833.6725
4378,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6221,12.4067,0.784,-0.3247,19.4087,0.6353,-0.5374,20.7915,0.9487,-0.5255,15.987,0.9197,0.2744,24.9684,0.8958,0.0122,0.0,0.0,21896.398,0.0,-1.101,21895.297,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,21135.297
4379,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.4764,12.6144,0.7442,-0.3294,12.705,0.5951,-0.2839,13.3682,0.8882,0.1661,19.4996,0.9103,-0.0262,10.7451,0.879,-0.152,0.0,0.0,19561.032,0.0,-0.6254,19560.4066,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18800.4066
4380,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.7057,7.9401,0.7031,0.0457,11.7826,0.5722,0.1375,10.4451,0.8709,-0.3513,20.3653,0.8995,0.1315,24.0535,0.8539,-0.4899,0.0,0.0,18508.166,0.0,-0.5265,18507.6395,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17747.6395
4381,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.7856,12.3783,0.7411,0.2252,12.3759,0.6092,-0.267,21.4753,0.8845,-0.2919,8.7515,0.8381,-0.1526,17.772,0.8747,0.0919,0.0,0.0,21198.528,0.0,-0.3944,21198.1336,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20438.1336
4382,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.952,13.0494,0.7303,-0.1764,9.7609,0.6505,0.0023,22.3434,0.9113,0.2013,3.0549,0.8457,-0.2459,7.9048,0.8774,0.0145,0.0,0.0,22021.76,0.0,-0.2042,22021.5558,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,21261.5558
4383,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.326,13.8532,0.7298,-0.0218,16.483,0.6335,-0.2045,12.987,0.9496,-0.1531,10.1682,0.8557,0.669,8.3122,0.8843,0.1953,0.0,0.0,21023.88,0.0,0.4849,21024.3649,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20264.3649
4384,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6488,18.2929,0.7143,-0.1605,8.8498,0.6613,0.0567,20.9066,0.9622,0.4499,10.6285,0.8489,-0.0258,17.9726,0.888,0.1409,0.0,0.0,23046.544,0.0,0.4612,23047.0052,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,22287.0052
4385,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.9626,13.2403,0.7107,-0.0379,13.1112,0.716,-0.7976,21.0993,0.9467,-0.3438,5.824,0.8584,0.0791,18.1767,0.8725,0.3136,0.0,0.0,21645.788,0.0,-0.7866,21645.0014,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20885.0014
4386,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6374,9.9938,0.7988,0.4406,7.2175,0.6931,0.0697,9.307,0.9424,0.4104,18.1384,0.8827,-0.2713,11.9253,0.8383,-0.3855,0.0,0.0,21902.212,0.0,0.2639,21902.4759,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,21142.4759
4387,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.2287,13.6805,0.7588,0.6249,11.5147,0.6483,-0.0379,9.0846,0.9599,-0.2517,17.1169,0.9015,0.4323,12.8695,0.8815,-0.3337,0.0,0.0,20986.906,0.0,0.4339,20987.3399,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20227.3399
4388,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9075,10.3598,0.681,-0.1116,5.5132,0.738,-0.2425,13.7871,0.9343,-0.0864,3.1783,0.902,-0.0749,17.312,0.9287,-0.2188,0.0,0.0,18964.85,0.0,-0.7342,18964.1158,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18204.1158
4389,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.7289,11.1553,0.6861,-0.1278,10.9416,0.737,0.2241,7.1176,0.9726,-0.2511,9.6784,0.8656,0.0368,13.5139,0.8838,0.2186,0.0,0.0,21176.982,0.0,0.1006,21177.0826,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20417.0826
4390,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5144,12.4394,0.6743,0.108,16.0221,0.6889,0.4207,12.3466,0.9153,0.2673,13.4712,0.8491,-0.0413,11.8237,0.8933,-0.2492,0.0,0.0,21095.472,0.0,0.5055,21095.9775,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20335.9775
4391,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.574,11.3277,0.7059,0.0301,8.4697,0.6743,-0.5366,14.5759,0.9539,0.3819,18.7208,0.8887,0.1575,20.1065,0.9161,0.33,0.0,0.0,19978.12,0.0,0.3629,19978.4829,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,19218.4829
4392,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.511,9.5315,0.7075,0.1703,10.9122,0.5963,-0.1667,13.0518,0.9208,-0.103,13.0067,0.8891,0.1244,19.4111,0.8959,-0.3031,0.0,0.0,19574.18,0.0,-0.2781,19573.9019,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18813.9019
4393,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.6211,10.5376,0.7468,-0.0312,14.6206,0.584,-0.3799,4.4634,0.9267,-0.0695,28.15,0.8467,0.1724,14.7178,0.9124,0.35,0.0,0.0,17716.018,0.0,0.0418,17716.0598,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16956.0598
4394,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2647,12.4068,0.6714,-0.0455,17.5377,0.6143,-0.4426,14.9026,0.9294,-0.3809,9.3374,0.8897,-0.1375,14.4514,0.9325,0.6284,0.0,0.0,15300.586,0.0,-0.3781,15300.2079,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14540.2079
4395,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5373,11.9522,0.6997,0.1104,12.5253,0.6426,0.0237,10.8409,0.9378,0.2905,17.9196,0.9011,-0.0741,15.6095,0.935,0.115,0.0,0.0,17304.174,0.0,0.4655,17304.6395,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16544.6395
4396,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5523,7.0548,0.7483,0.0605,8.6075,0.5979,-0.2695,3.0,0.9129,-0.244,10.0546,0.9414,-0.3712,7.7582,0.939,0.5113,0.0,0.0,12749.874,0.0,-0.3129,12749.5611,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11989.5611
4397,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4957,7.7431,0.7272,-0.1205,9.3741,0.6353,-0.2697,12.7934,0.9567,-0.3211,18.3626,1.0,0.4428,18.6986,0.9638,0.0782,0.0,0.0,13488.366,0.0,-0.1903,13488.1757,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12728.1757
4398,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5186,10.6976,0.7103,0.031,8.2175,0.6364,-0.1908,11.5294,0.8979,-0.0029,9.0922,0.9776,-0.4214,18.6305,0.9477,-0.1983,0.0,0.0,13497.068,0.0,-0.7824,13496.2856,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12736.2856
4399,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7388,9.0493,0.696,0.0316,11.3196,0.662,-0.0187,17.0518,0.9026,-0.1233,13.2874,0.9397,-0.3458,7.9319,0.9198,0.0309,0.0,0.0,17760.744,0.0,-0.4253,17760.3187,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17000.3187
4400,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.6415,9.4558,0.6815,-0.6898,21.0267,0.718,0.2769,13.3377,0.8836,-0.1857,21.7436,0.9584,-0.2574,12.8017,0.9286,0.0653,0.0,0.0,18103.77,0.0,-0.7907,18102.9793,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17342.9793
4401,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.435,10.4022,0.725,-0.0143,14.9667,0.74,0.0802,13.8421,0.8725,-0.042,9.5441,0.9474,-0.1687,6.3478,0.9265,0.2227,0.0,0.0,18025.3,0.0,0.0779,18025.3779,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17265.3779
