HourOfYear,Electrolyzer_Capacity_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_hr,qSteam_Electrolyzer_MWth,pIES_MW,H2_Storage_Level_kg,H2_to_Market_kg_hr,H2_from_Storage_kg_hr,H2_net_to_Storage_kg_hr,"Electrolyzer_Status (0=off, 1=on)","Electrolyzer_Startup (0=no, 1=yes)","Electrolyzer_Shutdown (0=no, 1=yes)",DegradationState_Units,pElectrolyzerRampPos_MW,pElectrolyzerRampNeg_MW,qSteamElectrolyzerRampPos_MWth,qSteamElectrolyzerRampNeg_MWth,RegUp_Turbine_MW,RegDown_Turbine_MW,SR_Turbine_MW,NSR_Turbine_MW,RegUp_Electrolyzer_MW,RegDown_Electrolyzer_MW,SR_Electrolyzer_MW,NSR_Electrolyzer_MW,ECRS_Turbine_MW,ECRS_Electrolyzer_MW,Total_RegUp_MW,Total_RegDown_MW,Total_SR_MW,Total_NSR_MW,Total_ECRS_MW,EnergyPrice_LMP_USDperMWh,p_RegU_ERCOT,deploy_factor_RegU_ERCOT,loc_RegU_ERCOT,p_RegD_ERCOT,deploy_factor_RegD_ERCOT,loc_RegD_ERCOT,p_Spin_ERCOT,deploy_factor_Spin_ERCOT,loc_Spin_ERCOT,p_NSpin_ERCOT,deploy_factor_NSpin_ERCOT,loc_NSpin_ERCOT,p_ECRS_ERCOT,deploy_factor_ECRS_ERCOT,loc_ECRS_ERCOT,Deployed_Up_Reserves_MW,Deployed_Down_Reserves_MW,Revenue_Energy_USD,Revenue_Hydrogen_USD,Revenue_Ancillary_USD,Revenue_Total_USD,Cost_VOM_Turbine_USD,Cost_VOM_Electrolyzer_USD,Cost_Water_USD,Cost_Ramping_USD,Cost_Storage_Cycle_USD,Cost_Startup_USD,Cost_HourlyOpex_Total_USD,Profit_Hourly_USD
34,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1275,7.1742,0.7301,0.2323,9.8821,0.7098,0.1688,5.5012,0.842,0.2653,4.4127,0.9284,0.0185,3.0,0.94,-0.0048,0.0,0.0,4608.45,0.0,0.6801,4609.1301,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3849.1301
35,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1172,12.8754,0.7228,0.2122,8.0668,0.683,-0.2062,9.5109,0.8713,0.0742,6.3862,0.9398,0.166,7.6557,0.8858,-0.0319,0.0,0.0,9164.536,0.0,0.2143,9164.7503,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8404.7503
36,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4887,10.0217,0.6607,-0.26,7.8866,0.7021,-0.2165,3.0,0.8868,-0.0735,9.2517,0.9132,-0.1303,5.3683,0.8595,0.0824,0.0,0.0,6265.706,0.0,-0.5979,6265.1081,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5505.1081
37,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0493,2.9057,0.6681,0.0243,14.0046,0.6885,0.0767,7.8525,0.9229,0.3688,9.3655,0.939,-0.3714,4.8931,0.8899,0.1928,0.0,0.0,9898.734,0.0,0.2912,9899.0252,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9139.0252
38,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.278,7.1361,0.7137,0.0398,8.4151,0.7728,0.011,3.0,0.9553,0.6575,16.4233,0.9455,-0.1342,5.5133,0.9275,-0.0347,0.0,0.0,6565.64,0.0,0.5394,6566.1794,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5806.1794
39,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0249,6.2125,0.7894,-0.0158,8.8384,0.7627,0.2158,14.8979,0.9759,-0.1785,5.9539,0.9263,-0.361,9.8686,0.9089,0.0908,0.0,0.0,8369.462,0.0,-0.2487,8369.2133,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7609.2133
40,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6494,5.5923,0.7576,-0.2126,12.5421,0.765,0.2134,3.0,0.9496,0.0167,9.3232,0.9398,-0.1295,8.7086,0.8949,-0.0541,0.0,0.0,11646.772,0.0,-0.1661,11646.6059,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10886.6059
41,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6985,11.3558,0.7687,-0.4752,12.0518,0.6899,-0.1288,8.512,0.8837,-0.0627,18.1178,0.9464,-0.4599,3.0,0.8829,0.1775,0.0,0.0,12805.43,0.0,-0.9491,12804.4809,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12044.4809
42,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5226,12.7073,0.792,-0.1882,8.195,0.6979,-0.3891,3.0,0.8581,0.0377,3.0,0.9587,-0.2351,11.5694,0.8768,-0.2112,0.0,0.0,11598.588,0.0,-0.9859,11597.6021,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10837.6021
43,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0888,6.7974,0.7236,-0.7179,7.4863,0.6444,-0.323,17.7219,0.856,0.5931,11.1864,0.9608,0.1476,10.5627,0.8483,0.2387,0.0,0.0,10673.744,0.0,-0.0615,10673.6825,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9913.6825
44,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5727,7.8374,0.7656,-0.1032,10.1718,0.6486,-0.2572,16.0977,0.8864,-0.2447,10.2568,0.9469,-0.1261,7.895,0.8467,-0.1752,0.0,0.0,9717.626,0.0,-0.9064,9716.7196,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8956.7196
45,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6149,6.8437,0.7242,-0.1537,5.9882,0.6896,-0.1216,15.3984,0.8387,-0.0228,7.0998,0.9602,0.3254,10.1414,0.8494,-0.0607,0.0,0.0,6693.662,0.0,-0.0334,6693.6286,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5933.6286
46,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9968,5.8663,0.7276,-0.2919,7.9847,0.7481,0.0702,6.6103,0.8727,-0.3694,3.5873,0.9934,-0.0166,3.0856,0.838,0.0462,0.0,0.0,7218.784,0.0,-0.5615,7218.2225,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6458.2225
47,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.705,6.3736,0.6794,0.1002,3.8933,0.7761,-0.077,13.2011,0.8794,0.2509,12.4873,1.0,0.1509,4.9437,0.8446,-0.0328,0.0,0.0,6727.9,0.0,0.3922,6728.2922,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5968.2922
48,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7059,6.4207,0.6717,-0.0858,13.4604,0.7643,-0.2936,6.3341,0.8767,-0.2557,3.4867,1.0,0.5884,3.0,0.8687,-0.1374,0.0,0.0,8628.242,0.0,-0.1841,8628.0579,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7868.0579
49,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.727,7.8829,0.6218,-0.0678,5.6152,0.7928,0.1473,9.191,0.9679,-0.2237,3.607,0.9813,-0.3367,3.9736,0.9017,-0.1057,0.0,0.0,6356.26,0.0,-0.5866,6355.6734,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5595.6734
50,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.9907,0.648,0.3477,7.5417,0.8318,-0.072,6.3127,0.9172,0.0185,3.0,0.9742,-0.3589,9.1704,0.9073,0.112,0.0,0.0,1900.0,0.0,0.0473,1900.0473,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1140.0473
51,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9698,8.2267,0.7107,-0.0803,8.8389,0.7696,-0.1594,7.2031,0.9336,-0.256,3.0,0.9262,-0.174,3.9475,0.8961,-0.2165,0.0,0.0,4928.524,0.0,-0.8862,4927.6378,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4167.6378
52,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4254,4.4935,0.7094,0.1134,11.4915,0.791,-0.1901,3.0,0.9041,0.0703,10.3625,0.9376,-0.3228,6.2575,0.9118,0.0397,0.0,0.0,3201.652,0.0,-0.2895,3201.3625,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2441.3625
53,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6258,7.9341,0.6593,-0.2708,6.9505,0.7457,0.0718,7.8188,0.9277,0.3425,12.1142,0.9509,0.1014,3.0,0.9052,0.0798,0.0,0.0,2517.804,0.0,0.3247,2518.1287,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1758.1287
54,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.41,5.1764,0.657,0.0639,5.8277,0.7289,-0.0645,7.748,0.8673,0.3651,7.4763,0.9001,-0.2492,3.0,0.9239,-0.2207,0.0,0.0,5095.8,0.0,-0.1054,5095.6946,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4335.6946
55,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.506,9.2931,0.6737,-0.0256,7.3601,0.7367,-0.1419,5.6786,0.8639,0.1984,3.0,0.9262,0.0418,3.0,0.9507,-0.2569,0.0,0.0,6272.28,0.0,-0.1842,6272.0958,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5512.0958
56,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.597,5.0938,0.6747,0.0231,5.0347,0.7685,-0.2859,12.425,0.8676,0.0578,3.0,0.9198,-0.0288,7.9351,0.8929,0.2061,0.0,0.0,6686.86,0.0,-0.0277,6686.8323,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5926.8323
57,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.816,9.2785,0.7029,-0.3062,10.59,0.7459,-0.1425,3.0,0.8973,0.1422,9.2247,0.8853,0.3938,5.812,0.8735,-0.1751,0.0,0.0,4110.08,0.0,-0.0878,4109.9922,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3349.9922
58,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8783,2.0477,0.7695,-0.2824,6.4302,0.6996,0.0571,3.0,0.8824,-0.4787,3.7044,0.9383,-0.1069,3.3889,0.8856,0.0919,0.0,0.0,6033.754,0.0,-0.719,6033.035,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5273.035
59,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6693,8.2329,0.7521,-0.0865,13.5247,0.6412,0.1444,4.6671,0.905,-0.4002,3.0,1.0,-0.2007,7.5591,0.8867,-0.6055,0.0,0.0,8234.334,0.0,-1.1485,8233.1855,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7473.1855
60,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4793,7.4204,0.7362,0.3327,7.1558,0.6441,0.2217,4.5688,0.8464,0.1063,4.8319,0.9724,0.1823,7.0805,0.9094,0.2228,0.0,0.0,10442.134,0.0,1.0658,10443.1998,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9683.1998
61,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.618,8.2542,0.7041,-0.3601,16.1168,0.7038,-0.1656,6.0592,0.8621,-0.3456,10.1439,0.8736,0.3128,3.0,0.8593,-0.1359,0.0,0.0,8594.84,0.0,-0.6944,8594.1456,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7834.1456
62,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1571,5.3656,0.7375,0.4201,6.8763,0.6857,-0.3658,10.7561,0.8638,-0.3191,3.0,0.8614,0.3875,5.5178,0.8881,-0.0262,0.0,0.0,9939.698,0.0,0.0965,9939.7945,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9179.7945
63,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1434,7.8877,0.7929,-0.1766,6.2677,0.7263,0.1352,5.0149,0.891,-0.0948,8.1007,0.8075,0.1499,3.0,0.9161,0.3706,0.0,0.0,8794.492,0.0,0.3843,8794.8763,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8034.8763
64,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6935,5.226,0.7659,0.0208,6.636,0.6945,0.0363,11.52,0.9397,0.2623,18.3032,0.8675,0.2346,8.844,0.9103,-0.0922,0.0,0.0,9003.53,0.0,0.4618,9003.9918,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8243.9918
65,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0784,9.3973,0.7597,0.2507,8.108,0.6988,-0.3386,16.9858,0.9217,-0.3653,12.0233,0.8675,0.0977,7.5391,0.9185,-0.3274,0.0,0.0,12949.792,0.0,-0.6829,12949.1091,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12189.1091
66,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4568,9.4751,0.7519,-0.0889,11.5822,0.7086,0.1772,19.345,0.9245,0.3567,12.2499,0.8536,0.0375,4.9364,0.8734,0.1442,0.0,0.0,13853.584,0.0,0.6267,13854.2107,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13094.2107
67,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.317,10.2373,0.7148,-0.0609,6.7782,0.7327,-0.7066,3.0,0.8869,-0.2335,3.0,0.861,0.3571,9.5849,0.8512,0.4073,0.0,0.0,10760.46,0.0,-0.2366,10760.2234,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10000.2234
68,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.106,10.0133,0.7359,0.3616,6.3688,0.6898,-0.2455,14.2132,0.8564,-0.2403,14.5938,0.859,0.4478,21.6456,0.8499,0.2833,0.0,0.0,12200.28,0.0,0.6069,12200.8869,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11440.8869
69,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.826,14.6588,0.7266,0.2742,6.3027,0.6817,0.4054,11.1326,0.8789,0.2279,20.5032,0.8726,-0.0831,10.3371,0.8836,-0.0847,0.0,0.0,10193.88,0.0,0.7397,10194.6197,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9434.6197
70,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.381,6.3773,0.7282,0.1752,13.9838,0.7229,0.6939,5.8266,0.8964,-0.1585,4.9236,0.8553,-0.0771,10.4027,0.8556,0.273,0.0,0.0,7364.78,0.0,0.9065,7365.6865,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6605.6865
71,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8259,7.876,0.7542,-0.0365,4.8853,0.6717,0.2269,7.4957,0.8614,0.218,11.0941,0.8748,0.1985,3.0,0.8386,-0.0557,0.0,0.0,8293.842,0.0,0.5512,8294.3932,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7534.3932
72,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1214,18.3211,0.7312,-0.0191,9.3307,0.7007,-0.083,8.4824,0.8561,-0.3544,11.9149,0.899,0.1172,3.6971,0.8303,0.0569,0.0,0.0,9546.132,0.0,-0.2824,9545.8496,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8785.8496
73,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8409,6.5555,0.7274,-0.2681,4.4748,0.6591,0.0896,11.1951,0.8585,0.0656,3.3512,0.8153,0.4375,6.1757,0.8556,0.3421,0.0,0.0,5639.542,0.0,0.6667,5640.2087,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4880.2087
74,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7727,10.9756,0.6971,-0.071,9.4972,0.6626,-0.508,11.9603,0.8761,-0.4197,3.0,0.8168,0.11,4.467,0.8819,-0.1363,0.0,0.0,7893.626,0.0,-1.025,7892.601,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7132.601
75,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.4796,0.6614,0.0168,6.2257,0.6726,-0.1102,9.8282,0.9091,-0.3809,3.3457,0.8245,0.1438,4.7438,0.8615,-0.2722,0.0,0.0,1900.0,0.0,-0.6027,1899.3973,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1139.3973
76,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.472,14.1751,0.674,-0.0084,12.1601,0.6561,-0.4041,3.8024,0.8872,0.1,13.3025,0.8786,-0.3963,9.972,0.8947,-0.3088,0.0,0.0,5499.36,0.0,-1.0176,5498.3424,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4738.3424
77,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4575,2.2767,0.6867,0.074,5.2449,0.692,0.2777,5.7382,0.8651,0.2566,4.2093,0.8899,-0.103,5.5372,0.9191,0.6477,0.0,0.0,3973.85,0.0,1.153,3975.003,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3215.003
78,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8686,2.0,0.7204,0.2779,7.609,0.6989,0.1954,10.9662,0.8867,0.0636,8.0299,0.8391,0.2216,13.5303,0.9371,0.279,0.0,0.0,3370.068,0.0,1.0375,3371.1055,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2611.1055
