,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,STROfferedTotal,STROfferedTotal,STROfferedTotal,STROfferedTotal,STROfferedTotal,STROfferedTotal
,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol
Unit Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3401,79.4556341240876,5.920644974968278,79.0,40.0,90.0,696667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3402,80.74726277372262,5.95701432380309,80.0,40.0,92.0,707992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3407,9.836131386861313,4.15178308584473,13.4,5.0,13.4,86243.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3408,13.4,0.0,13.4,13.4,13.4,117491.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3409,13.0,0.0,13.0,13.0,13.0,113984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3410,8.912408759124087,3.4505208935394394,6.0,6.0,13.0,78144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3411,148.26414233576642,11.794504147624341,147.0,75.0,155.0,1299980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3419,480.15517863587155,40.68709759756475,490.0,230.0,505.0,2661020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,2805.76,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3420,472.36345229055934,41.54302077356961,485.0,230.0,500.0,3732616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,2805.76,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3421,89.81553398058253,9.273393453859203,90.0,65.0,105.0,740080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8315339872262775,0.914669259839772,3.42,1.41,3.42,24826.89,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3446,117.19027109196858,4.970866763867364,119.0,100.0,122.0,925100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,1490.5600000000002,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3447,117.33927934356048,5.263455052344884,119.0,100.0,122.0,657804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,1490.5600000000002,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3448,117.2683050418039,4.94077081614082,119.0,100.0,122.0,925716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,1490.5600000000002,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3449,117.33931777378815,4.88309090455698,119.0,100.0,122.0,915012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,1490.5600000000002,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3454,11.628940986257074,2.1829784031928137,13.0,8.0,14.0,100695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3455,147.31627906976743,16.922896644958307,151.0,39.0,155.0,1266920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3456,150.31995412844037,8.386230364682058,151.0,39.0,155.0,1310790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3457,287.252121350365,31.816551846984197,294.3,75.0,304.0,2518626.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3458,293.94382983576645,11.115972568770836,297.0,27.0,301.0,2577299.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3515,130.0,0.0,130.0,130.0,130.0,1139840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,10.01,10.01,10.01,87767.68,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3518,163.6518557007126,31.92508737157653,170.8,60.0,209.7,1102358.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A3519,150.45804111245465,17.12791447134952,156.0,77.0,160.0,1244288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3520,144.16348246674727,25.71698429316612,152.0,71.0,160.0,1192232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3566,368.0540602189781,35.00036072661335,370.0,84.0,395.0,3227098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,1.5,1.5,13152.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3576,13.662408759124087,3.8340256223150826,10.0,10.0,18.0,119792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,10.7,10.7,10.7,93817.59999999999,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,5.0,5.0,43565.0
A3589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,5.0,5.0,43565.0
A3590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,5.0,5.0,43565.0
A3601,76.42997262773723,3.301768784543362,76.0,45.0,82.0,670138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43840.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,871300.0
A3606,598.8478709435378,75.65570729068526,630.0,200.0,635.0,3192458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,2805.76,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3607,580.2028335724534,80.44232827632761,603.0,200.0,635.0,3235211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,2805.76,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3608,536.6391427147366,125.98993074204085,630.0,200.0,635.0,3230031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,2805.76,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3609,579.6607116491954,87.4423920692866,610.0,200.0,627.0,3926042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,2805.76,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3610,392.8033131516986,94.2466283635792,465.0,150.0,468.8,2335608.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,2805.76,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3611,20.226733576642335,1.2918877038489527,20.1,16.7,21.9,177348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1578.24,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,871300.0
A3615,21.78485401459854,2.6168119672677914,21.3,16.5,27.6,191009.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,3857.92,0.0,0.0,0.0,0.0,0.0,0.0,0.12850912429702743,0.05885572226020778,0.1,0.1,0.25,1119.7
A3624,83.58923357664234,6.747685759275129,83.3,72.1,98.2,732910.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,3857.92,0.0,0.0,0.0,0.0,0.0,0.0,9.111150004994835,0.2383221274193822,9.05,9.0,9.94999999,79385.44999352
A3625,83.58923357664234,6.747685759275129,83.3,72.1,98.2,732910.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,3857.92,0.0,0.0,0.0,0.0,0.0,0.0,9.151646963562492,0.22853660085154157,9.1,9.0,9.94999999,79738.29999351999
A3626,83.58923357664234,6.747685759275129,83.3,72.1,98.2,732910.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,3857.92,0.0,0.0,0.0,0.0,0.0,0.0,3.7655514740640426,2.7234051426574264,2.45,2.45,9.94999999,32809.24999352
A3627,83.58923357664234,6.747685759275129,83.3,72.1,98.2,732910.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,3857.92,0.0,0.0,0.0,0.0,0.0,0.0,5.385429816770343,1.9417005919362256,4.45,4.45,9.94999999,46923.24999352
A3628,83.58923357664234,6.747685759275129,83.3,72.1,98.2,732910.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,3857.92,0.0,0.0,0.0,0.0,0.0,0.0,2.4696487998990015,3.3497919433696404,0.85,0.85,9.94999999,21518.04999352
A3629,83.58923357664234,6.747685759275129,83.3,72.1,98.2,732910.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,3857.92,0.0,0.0,0.0,0.0,0.0,0.0,2.5506427170343167,3.310627146193238,0.95,0.95,9.94999999,22223.74999352
A3630,20.642335766423358,2.2904019351841707,20.8,15.9,27.0,180992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,3857.92,0.0,0.0,0.0,0.0,0.0,0.0,0.12850912429702743,0.05885572226020778,0.1,0.1,0.25,1119.7
A3634,5.712693886861313,0.7905147429648602,6.1,2.0,6.1,50088.899999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3635,161.93713503649636,11.204634875195586,163.4,140.0,175.0,1419864.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,3857.92,0.0,0.0,0.0,0.0,0.0,0.0,8.22021691650637,0.5933439798864145,7.95,7.95,9.94999999,71622.74999352
A3636,161.93713503649636,11.204634875195586,163.4,140.0,175.0,1419864.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,3857.92,0.0,0.0,0.0,0.0,0.0,0.0,9.030156079760127,0.26123492375501933,8.94999999,8.94999999,9.94999999,78679.74992295
A3637,110.0,0.0,110.0,110.0,110.0,964480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,3857.92,0.0,0.0,0.0,0.0,0.0,0.0,2.0704808898794904,3.2686244551922017,0.5,0.5,9.94999999,18040.09999352
A3639,57.823619981751825,5.018579808963583,57.2,29.0,66.0,506997.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,1.1,9644.800000000001,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3644,642.5715100364963,170.68200917590994,750.0,2.0,785.0,5634067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3645,82.26505474452554,5.882950260925566,82.0,50.0,93.0,721300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3646,80.87180656934306,5.946319988699024,80.0,50.0,92.0,709084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3647,80.98654197080292,5.960158316888614,80.0,50.0,92.0,710090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3651,94.11838503649635,3.93550602013923,95.0,35.0,105.0,825230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43840.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,871300.0
A3652,94.76334397810218,3.508401146932561,95.0,36.0,95.0,830885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43840.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,871300.0
A3653,375.27965328467155,98.84990187865452,415.0,113.0,415.0,3290452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43840.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,871300.0
A3654,75.18156934306569,4.320972614481983,75.0,65.0,82.0,659192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43840.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,871300.0
A3655,75.47718978102189,3.987825632390207,75.0,65.0,82.0,661784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43840.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,871300.0
A3656,155.27919708029196,8.180387047073353,153.0,115.0,180.0,1361488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43840.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,871300.0
A3657,35.152372262773724,2.58547130613825,34.0,17.0,37.0,308216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43840.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,871300.0
A3666,45.643476277372265,1.7335814839186088,46.0,42.0,49.0,400202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,1.25,1.25,10960.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3667,45.643476277372265,1.7335814839186088,46.0,42.0,49.0,400202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,1.25,1.25,10960.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3668,45.643476277372265,1.7335814839186088,46.0,42.0,49.0,400202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,1.25,1.25,10960.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3669,45.64142335766423,1.7337501850538766,46.0,42.0,49.0,400184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,1.25,1.25,10960.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3670,45.64142335766423,1.7337501850538766,46.0,42.0,49.0,400184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,1.25,1.25,10960.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3671,45.64142335766423,1.7337501850538766,46.0,42.0,49.0,400184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,1.25,1.25,10960.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3674,39.01930294906166,2.836124304261568,40.0,32.0,43.0,291084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0476528284671534,0.9910256996681489,1.21,1.21,3.22,17953.82,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3675,41.412038383250945,4.018393858129153,44.0,32.0,45.0,284832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0476528284671534,0.9910256996681489,1.21,1.21,3.22,17953.82,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3676,41.062154696132595,3.927229168081449,43.0,25.0,44.0,297290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0476528284671534,0.9910256996681489,1.21,1.21,3.22,17953.82,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3681,40.18658759124087,2.4177290564563854,42.0,33.0,42.0,352356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3682,32.089986313868614,11.154053619542942,37.0,16.0,42.0,281365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3695,100.0,0.0,100.0,100.0,100.0,876800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,10.7,10.7,10.7,93817.59999999999,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3708,74.54915602189782,1.245721032720051,75.0,60.0,75.0,653647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3721,177.57196624087592,11.209396718979514,180.0,100.0,210.0,1556951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,17536.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3726,33.49463959854015,0.15375163220002808,33.5,28.0,33.5,293681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3727,33.49463959854015,0.15375163220002827,33.5,28.0,33.5,293681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3728,33.49463959854015,0.15375163220002788,33.5,28.0,33.5,293681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3729,33.49475364963504,0.15356999121509213,33.5,28.0,33.5,293682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3730,40.97741788321168,0.72369096439003,41.0,12.0,42.0,359290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3731,40.97399635036496,0.7586669800501171,41.0,14.0,41.0,359260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3736,79.24276507013775,6.965234413304984,80.0,71.0,88.0,627048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,1928.96,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3737,79.26055693554713,6.90697405070139,80.0,71.0,88.0,606264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22372947080291972,0.018949382079226244,0.22,0.22,0.32,1961.66,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3738,78.98949579831933,7.180984224136453,80.0,71.0,88.0,601584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,1928.96,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3739,75.41353965183752,11.047700514440383,80.0,60.0,88.0,584832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,1928.96,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3740,79.40721846703227,7.110468994072015,80.0,71.0,88.0,622632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,1928.96,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3741,79.41438830792491,7.067628355500605,80.0,71.0,88.0,630312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,1928.96,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3742,77.68393707605715,6.6737721946069035,80.0,71.0,88.0,538272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,1928.96,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3743,79.45598701460857,7.265005961196095,80.0,50.0,88.0,636363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,1928.96,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3747,15.837739949293734,3.642774891541466,16.0,6.0,23.0,87456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0,0.0,10.0,10.0,10.0,87130.0
A3748,13.463528194516297,3.9694859792964503,14.0,6.0,24.0,78075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0,0.0,10.0,10.0,10.0,86730.0
A3749,13.129758109881868,3.9920731515410277,12.0,6.0,24.0,70021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,73.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3754,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0751824817518247,0.29031743737475846,1.2,0.4,1.2,9427.199999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,6985.0
