HourOfYear,Electrolyzer_Capacity_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_hr,qSteam_Electrolyzer_MWth,pIES_MW,H2_Storage_Level_kg,H2_to_Market_kg_hr,H2_from_Storage_kg_hr,H2_net_to_Storage_kg_hr,"Electrolyzer_Status (0=off, 1=on)","Electrolyzer_Startup (0=no, 1=yes)","Electrolyzer_Shutdown (0=no, 1=yes)",DegradationState_Units,pElectrolyzerRampPos_MW,pElectrolyzerRampNeg_MW,RegUp_Turbine_MW,RegDown_Turbine_MW,SR_Turbine_MW,NSR_Turbine_MW,RegUp_Electrolyzer_MW,RegDown_Electrolyzer_MW,SR_Electrolyzer_MW,NSR_Electrolyzer_MW,ThirtyMin_Turbine_MW,ThirtyMin_Electrolyzer_MW,Total_RegUp_MW,Total_RegDown_MW,Total_SR_MW,Total_NSR_MW,Total_30Min_MW,EnergyPrice_LMP_USDperMWh,p_Reg_MISO,deploy_factor_Reg_MISO,loc_Reg_MISO,p_Spin_MISO,deploy_factor_Spin_MISO,loc_Spin_MISO,p_Sup_MISO,deploy_factor_Sup_MISO,loc_Sup_MISO,p_STR_MISO,deploy_factor_STR_MISO,loc_STR_MISO,Deployed_Up_Reserves_MW,Deployed_Down_Reserves_MW,Revenue_Energy_USD,Revenue_Hydrogen_USD,Revenue_Ancillary_USD,Revenue_Total_USD,Cost_VOM_Turbine_USD,Cost_VOM_Electrolyzer_USD,Cost_Water_USD,Cost_Ramping_USD,Cost_Storage_Cycle_USD,Cost_Startup_USD,Cost_HourlyOpex_Total_USD,Profit_Hourly_USD
4154,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9959,13.4196,0.7461,-0.0695,17.5013,0.8539,0.1097,6.1488,0.9515,-0.2004,4.1255,0.8536,0.282,0.0,0.0,14818.442,0.0,0.1218,14818.5638,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14058.5638
4155,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0939,9.4753,0.6842,0.2282,7.1349,0.8487,-0.3266,19.5971,0.8795,0.0481,12.0147,0.8977,-0.3987,0.0,0.0,17515.682,0.0,-0.449,17515.233,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16755.233
4156,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0602,10.0377,0.6799,0.5732,15.449,0.8774,-0.0655,9.6015,0.9022,-0.2256,11.5332,0.9075,-0.1511,0.0,0.0,14842.876,0.0,0.131,14843.007,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14083.007
4157,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4395,6.2472,0.6906,0.0373,14.8556,0.9169,0.024,14.0543,0.8814,0.2147,15.55,0.9383,0.1929,0.0,0.0,16127.01,0.0,0.4689,16127.4789,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15367.4789
4158,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7622,9.1837,0.7136,-0.0856,13.1152,0.9453,0.3344,6.8095,0.8855,-0.1863,10.4761,0.9084,0.0612,0.0,0.0,14349.636,0.0,0.1237,14349.7597,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13589.7597
4159,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9009,16.85,0.6726,0.1788,11.3194,0.9606,0.3859,13.195,0.8869,0.4446,20.68,0.8482,-0.0626,0.0,0.0,14402.342,0.0,0.9467,14403.2887,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13643.2887
4160,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.1617,14.7896,0.6734,-0.2472,20.4556,0.9381,0.1222,17.2784,0.8786,-0.4444,12.535,0.8478,0.1374,0.0,0.0,16401.446,0.0,-0.432,16401.014,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15641.014
4161,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8778,11.1233,0.6386,0.3154,15.816,0.9253,-0.0225,14.7174,0.9072,0.0832,11.487,0.8904,-0.0579,0.0,0.0,17053.564,0.0,0.3182,17053.8822,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16293.8822
4162,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.6263,15.0006,0.6427,-0.1604,18.5261,0.8882,0.3019,17.1519,0.8988,-0.1642,15.0493,0.8748,0.0626,0.0,0.0,18857.994,0.0,0.0399,18858.0339,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18098.0339
4163,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4738,12.356,0.7001,-0.3855,14.2433,0.9323,0.2437,16.4893,0.9252,-0.1632,17.1772,0.8901,-0.018,0.0,0.0,18420.044,0.0,-0.323,18419.721,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17659.721
4164,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2251,16.1372,0.7049,-0.0245,18.3595,0.939,0.097,12.285,0.8921,0.0584,12.8824,0.876,0.5821,0.0,0.0,16425.538,0.0,0.713,16426.251,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15666.251
4165,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6565,12.9333,0.6721,-0.109,12.8479,0.9311,0.2039,15.9109,0.9155,0.0432,17.7207,0.8631,0.2603,0.0,0.0,20009.47,0.0,0.3984,20009.8684,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,19249.8684
4166,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.2628,34.2762,0.6128,-0.6137,43.5614,0.8895,-0.0957,43.3411,0.8842,-0.048,59.7136,0.8839,-0.1819,0.0,0.0,94719.864,0.0,-0.9393,94718.9247,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,93958.9247
4167,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.997,6.4178,0.6198,0.0039,12.8376,0.8276,-0.3505,19.605,0.8802,-0.0453,7.122,0.8786,0.1915,0.0,0.0,21658.86,0.0,-0.2004,21658.6596,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20898.6596
4168,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.2526,12.7905,0.637,-0.2719,12.5709,0.8134,0.2084,16.9065,0.8799,-0.2971,19.941,0.8687,0.1243,0.0,0.0,22135.988,0.0,-0.2363,22135.7517,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,21375.7517
4169,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.7588,10.9428,0.6511,-0.1119,4.9565,0.8531,-0.0642,14.9837,0.9317,0.1782,14.3945,0.8498,-0.3035,0.0,0.0,24608.344,0.0,-0.3014,24608.0426,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,23848.0426
4170,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.9279,12.9954,0.6179,-0.2725,15.2669,0.847,0.012,9.7888,0.8881,0.0215,9.0809,0.8303,0.1372,0.0,0.0,21252.602,0.0,-0.1018,21252.5002,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20492.5002
4171,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7764,12.3843,0.6425,0.1659,7.3766,0.9051,0.0351,13.1669,0.8758,0.0109,12.225,0.8675,-0.3557,0.0,0.0,19295.032,0.0,-0.1438,19294.8882,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18534.8882
4172,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0997,15.0693,0.5955,-0.003,13.801,0.8682,0.2354,7.5421,0.8914,-0.027,16.7404,0.8959,0.1013,0.0,0.0,21317.886,0.0,0.3067,21318.1927,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20558.1927
4173,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4125,13.8532,0.6227,-0.3634,14.7109,0.8769,-0.1658,13.7216,0.8906,0.3934,8.8897,0.8871,0.0604,0.0,0.0,19916.75,0.0,-0.0754,19916.6746,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,19156.6746
4174,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5919,7.2358,0.6347,0.3537,10.2344,0.8921,-0.3639,18.7136,0.9134,-0.5242,6.7839,0.8516,0.181,0.0,0.0,18084.922,0.0,-0.3534,18084.5686,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17324.5686
4175,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.9597,6.269,0.6712,0.0786,14.6054,0.8341,0.0618,15.6158,0.8804,-0.1379,16.6389,0.8601,-0.2738,0.0,0.0,18604.686,0.0,-0.2713,18604.4147,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17844.4147
4176,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7075,10.458,0.7144,-0.123,13.0701,0.8808,0.2979,8.4589,0.92,-0.1417,7.7085,0.8983,-0.0467,0.0,0.0,18888.85,0.0,-0.0135,18888.8365,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18128.8365
4177,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.7933,12.3567,0.6334,-0.1889,8.0304,0.8775,-0.3473,14.9285,0.9007,0.2243,14.9675,0.8348,-0.158,0.0,0.0,17021.454,0.0,-0.4699,17020.9841,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16260.9841
4178,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3051,12.0159,0.6704,-0.0145,9.3652,0.7986,0.044,12.8431,0.8938,0.192,10.542,0.8109,0.0641,0.0,0.0,16835.938,0.0,0.2856,16836.2236,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16076.2236
4179,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2496,11.1929,0.7123,-0.3156,17.4198,0.8173,0.0709,13.2165,0.8939,-0.3458,21.7605,0.8275,-0.0268,0.0,0.0,19094.848,0.0,-0.6173,19094.2307,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18334.2307
4180,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4707,11.3825,0.7324,0.3303,13.9024,0.8715,0.4502,8.2304,0.9593,0.3145,8.2861,0.8315,0.2031,0.0,0.0,14618.866,0.0,1.2981,14620.1641,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13860.1641
4181,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2377,12.1797,0.7072,0.2847,24.2637,0.8518,0.1325,10.4934,0.9338,0.0408,19.9763,0.8663,0.1207,0.0,0.0,15670.326,0.0,0.5787,15670.9047,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14910.9047
4182,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6421,9.9348,0.7421,-0.0808,8.1894,0.8204,-0.2742,10.2591,0.9303,0.468,5.8071,0.8631,-0.1789,0.0,0.0,14303.998,0.0,-0.0659,14303.9321,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13543.9321
4183,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9569,11.2499,0.7141,-0.0971,10.3759,0.7974,0.1054,10.2109,0.9117,-0.2454,10.6438,0.8923,0.1954,0.0,0.0,14043.622,0.0,-0.0417,14043.5803,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13283.5803
4184,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8549,11.7605,0.6748,-0.2207,8.5437,0.8152,0.0328,12.5835,0.952,0.1733,12.2992,0.9084,-0.025,0.0,0.0,15144.862,0.0,-0.0396,15144.8224,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14384.8224
4185,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4582,10.1586,0.6798,0.0679,7.3815,0.8619,0.0859,21.443,0.9483,-0.269,14.2069,0.9091,-0.0259,0.0,0.0,16134.116,0.0,-0.1411,16133.9749,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15373.9749
4186,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0627,14.6047,0.6803,0.07,10.177,0.8824,-0.4188,20.014,0.9083,-0.0058,7.4396,0.8797,-0.0452,0.0,0.0,18643.826,0.0,-0.3998,18643.4262,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17883.4262
4187,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.6004,9.1639,0.7138,0.1792,11.8174,0.8293,-0.2939,17.1065,0.898,-0.4856,17.9899,0.8898,0.3358,0.0,0.0,23408.152,0.0,-0.2645,23407.8875,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,22647.8875
4188,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.8645,15.0125,0.688,0.0727,14.6507,0.8304,-0.2606,18.0153,0.9171,-0.3312,15.9569,0.9016,-0.0139,0.0,0.0,18568.51,0.0,-0.533,18567.977,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17807.977
4189,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.7749,13.8903,0.6952,-0.2223,11.4134,0.8691,0.4593,11.6533,0.8961,-0.3236,20.4693,0.9145,-0.1469,0.0,0.0,20054.462,0.0,-0.2335,20054.2285,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,19294.2285
4190,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.6149,17.0597,0.658,-0.1807,12.7712,0.8462,0.0121,9.2426,0.9095,-0.0745,14.4749,0.9223,0.0754,0.0,0.0,21513.662,0.0,-0.1677,21513.4943,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20753.4943
4191,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5002,8.2521,0.7119,0.0369,12.8253,0.8488,-0.2319,25.8797,0.8684,0.212,16.8663,0.9626,-0.2811,0.0,0.0,22990.076,0.0,-0.2641,22989.8119,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,22229.8119
4192,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8394,11.2057,0.7288,-0.173,12.8076,0.8182,0.0635,15.6521,0.951,-0.0921,15.7154,0.9548,0.1973,0.0,0.0,23118.972,0.0,-0.0043,23118.9677,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,22358.9677
4193,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2843,13.8341,0.6467,0.3452,16.1026,0.838,0.054,20.7438,0.9694,0.0945,17.0962,0.9648,0.4589,0.0,0.0,25188.034,0.0,0.9526,25188.9866,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,24428.9866
4194,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3926,11.3846,0.6983,-0.0041,24.9786,0.8623,0.1093,13.229,0.9673,-0.3675,13.0026,0.9383,0.0873,0.0,0.0,18009.188,0.0,-0.175,18009.013,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17249.013
4195,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5923,9.5793,0.7041,-0.3597,15.3718,0.9224,-0.2744,18.1625,0.958,0.2558,11.4322,0.8866,0.1257,0.0,0.0,17705.074,0.0,-0.2526,17704.8214,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16944.8214
4196,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.4598,12.2133,0.7061,-0.0227,18.1499,0.9182,0.0612,26.5642,0.9181,0.1388,19.9085,0.8782,-0.4701,0.0,0.0,20694.724,0.0,-0.2928,20694.4312,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,19934.4312
4197,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.3561,15.1503,0.7646,-0.0488,5.8991,0.9211,-0.1032,12.5446,0.907,0.1765,15.11,0.8749,0.3376,0.0,0.0,22935.318,0.0,0.3621,22935.6801,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,22175.6801
4198,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.6309,10.8155,0.6957,0.339,12.8693,0.9198,-0.1824,16.0319,0.916,-0.3239,16.4946,0.8406,0.0618,0.0,0.0,16959.742,0.0,-0.1055,16959.6365,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16199.6365
4199,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8342,6.0714,0.7112,0.0113,7.5924,0.9004,0.3167,9.2191,0.9018,-0.331,15.3417,0.8494,-0.2379,0.0,0.0,13236.996,0.0,-0.2409,13236.7551,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12476.7551
4200,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1415,16.1511,0.6968,0.1493,15.7094,0.903,0.3381,14.0586,0.908,-0.0896,11.1603,0.8375,-0.1094,0.0,0.0,19053.77,0.0,0.2884,19054.0584,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18294.0584
4201,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0934,8.2122,0.667,-0.037,17.7763,0.952,0.0673,7.4653,0.8348,0.1265,13.9401,0.8565,-0.1214,0.0,0.0,17515.492,0.0,0.0354,17515.5274,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16755.5274
4202,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3544,6.6904,0.7192,0.2564,11.8298,0.9262,-0.1325,10.5365,0.9003,0.5362,11.7918,0.8712,-0.1544,0.0,0.0,14194.672,0.0,0.5057,14195.1777,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13435.1777
