HourOfYear,Electrolyzer_Capacity_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_hr,qSteam_Electrolyzer_MWth,pIES_MW,H2_Storage_Level_kg,H2_to_Market_kg_hr,H2_from_Storage_kg_hr,H2_net_to_Storage_kg_hr,"Electrolyzer_Status (0=off, 1=on)","Electrolyzer_Startup (0=no, 1=yes)","Electrolyzer_Shutdown (0=no, 1=yes)",DegradationState_Units,pElectrolyzerRampPos_MW,pElectrolyzerRampNeg_MW,qSteamElectrolyzerRampPos_MWth,qSteamElectrolyzerRampNeg_MWth,RegUp_Turbine_MW,RegDown_Turbine_MW,SR_Turbine_MW,NSR_Turbine_MW,RegUp_Electrolyzer_MW,RegDown_Electrolyzer_MW,SR_Electrolyzer_MW,NSR_Electrolyzer_MW,Total_RegUp_MW,Total_RegDown_MW,Total_SR_MW,Total_NSR_MW,EnergyPrice_LMP_USDperMWh,p_RegU_CAISO,deploy_factor_RegU_CAISO,loc_RegU_CAISO,mileage_factor_RegU_CAISO,p_RegD_CAISO,deploy_factor_RegD_CAISO,loc_RegD_CAISO,mileage_factor_RegD_CAISO,p_Spin_CAISO,deploy_factor_Spin_CAISO,loc_Spin_CAISO,p_NSpin_CAISO,deploy_factor_NSpin_CAISO,loc_NSpin_CAISO,p_RMU_CAISO,deploy_factor_RMU_CAISO,loc_RMU_CAISO,p_RMD_CAISO,deploy_factor_RMD_CAISO,loc_RMD_CAISO,Deployed_Up_Reserves_MW,Deployed_Down_Reserves_MW,Revenue_Energy_USD,Revenue_Hydrogen_USD,Revenue_Ancillary_USD,Revenue_Total_USD,Cost_VOM_Turbine_USD,Cost_VOM_Electrolyzer_USD,Cost_Water_USD,Cost_Ramping_USD,Cost_Storage_Cycle_USD,Cost_Startup_USD,Cost_HourlyOpex_Total_USD,Profit_Hourly_USD
464,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8184,11.2846,0.5718,0.0029,0.9859,5.427,0.7892,-0.3804,0.9685,8.1523,0.8618,-0.5495,7.0727,0.8786,0.2709,3.7542,0.6329,-0.0441,0.5328,0.7925,-0.5236,0.0,0.0,5630.992,0.0,-0.6561,5630.3359,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4870.3359
465,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2614,9.1712,0.6808,0.5383,0.9808,12.8742,0.5848,0.1606,0.9713,12.1254,0.8851,-0.0503,3.0,0.8959,0.0069,0.5,0.6298,0.1866,2.2778,0.7143,0.3578,0.0,0.0,5799.332,0.0,0.6555,5799.9875,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5039.9875
466,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1335,8.6354,0.5152,0.2602,0.9999,2.5397,0.5636,0.2546,0.958,3.0,0.9196,0.3486,3.0,0.8596,-0.0492,1.3659,0.6287,-0.3267,2.4404,0.7081,-0.4452,0.0,0.0,6510.73,0.0,0.8142,6511.5442,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5751.5442
467,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9009,7.816,0.6103,0.0739,1.0005,4.1417,0.7329,-0.1212,0.9588,7.3993,0.88,0.1952,12.2627,0.8889,-0.043,1.9985,0.6379,0.1537,1.4966,0.7216,-0.1758,0.0,0.0,9082.342,0.0,0.1049,9082.4469,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8322.4469
468,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2094,7.1399,0.5027,-0.0179,1.0087,9.7294,0.5643,0.2824,0.9554,17.6945,0.8682,-0.2731,13.9759,0.8925,-0.0952,2.9233,0.6936,0.1759,1.0947,0.6571,-0.3443,0.0,0.0,10339.572,0.0,-0.1038,10339.4682,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9579.4682
469,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1847,10.8702,0.4794,-0.1244,1.018,3.5655,0.5749,0.2406,0.9748,6.1815,0.9349,0.1614,16.4252,0.8794,-0.2858,2.5546,0.7079,0.2826,1.9134,0.6581,0.3832,0.0,0.0,8810.186,0.0,-0.0082,8810.1778,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8050.1778
470,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0327,8.1574,0.6312,0.0373,0.9983,6.8651,0.6082,-0.2449,0.9791,7.7806,0.9307,0.1465,11.2984,0.8828,0.1907,1.8989,0.6894,0.0387,1.8433,0.6603,0.2854,0.0,0.0,9512.426,0.0,0.1296,9512.5556,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8752.5556
471,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1293,6.1771,0.498,0.1356,0.9916,10.7139,0.5972,0.0083,0.9811,14.5691,0.9914,0.4805,3.0,0.9182,-0.0676,0.9813,0.6693,0.1088,3.2489,0.6387,0.0702,0.0,0.0,10689.134,0.0,0.5568,10689.6908,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9929.6908
472,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9975,5.4431,0.5381,0.0803,0.9849,12.1444,0.5872,-0.1739,0.9769,3.0,1.0,0.0945,3.0,0.918,-0.2036,1.9315,0.6295,0.2321,0.8565,0.6519,-0.2657,0.0,0.0,7219.05,0.0,-0.2027,7218.8473,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6458.8473
473,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2755,6.4808,0.6203,-0.1247,0.9637,9.3307,0.7575,0.0729,0.9857,6.6079,0.9452,-0.2314,14.4693,0.9263,-0.2095,4.4742,0.6426,0.1792,3.7397,0.6021,-0.1472,0.0,0.0,8844.69,0.0,-0.4927,8844.1973,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8084.1973
474,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3486,15.863,0.6778,-0.258,0.9742,11.7384,0.7474,-0.0753,0.9779,14.5098,0.9065,-0.1013,16.1867,0.9247,-0.076,1.6605,0.6305,-0.4661,2.9782,0.5984,-0.0279,0.0,0.0,14192.468,0.0,-0.5106,14191.9574,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13431.9574
475,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7437,13.205,0.7827,0.4656,0.9816,12.6804,0.5499,0.442,0.9987,6.7327,0.8919,0.1778,9.4609,0.9626,-0.1482,2.4393,0.6088,0.0624,5.0244,0.6072,0.3754,0.0,0.0,14342.606,0.0,0.9372,14343.5432,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13583.5432
476,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6881,9.106,0.41,0.1586,0.997,4.2271,0.518,-0.3632,1.0143,10.8371,0.8338,-0.2964,10.157,0.9418,0.0883,2.0341,0.6603,-0.0252,2.0611,0.6032,0.2218,0.0,0.0,10141.478,0.0,-0.4127,10141.0653,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9381.0653
477,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7486,10.5541,0.515,0.0889,1.0019,11.1529,0.3957,-0.2258,1.0273,7.471,0.8726,0.064,5.2217,0.9157,0.1871,1.7647,0.7198,0.2963,2.6657,0.6306,0.0806,0.0,0.0,10924.468,0.0,0.1142,10924.5822,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10164.5822
478,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0138,10.3422,0.4027,0.1266,0.9778,8.763,0.5593,0.0469,1.0245,3.0,0.8376,0.0417,3.8886,0.8743,0.3828,1.1254,0.7358,-0.4016,1.5368,0.6495,-0.0043,0.0,0.0,9505.244,0.0,0.598,9505.842,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8745.842
479,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2674,7.8343,0.4616,0.2753,0.9755,8.0463,0.5249,0.0401,1.0169,3.3222,0.8625,-0.4641,4.6149,0.8718,-0.1945,1.6173,0.7527,0.1089,4.2467,0.6618,0.4228,0.0,0.0,13781.612,0.0,-0.3432,13781.2688,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13021.2688
480,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8863,5.0802,0.6356,-0.117,0.9742,5.6989,0.7352,-0.2243,1.0103,3.0,0.8859,-0.301,8.4641,0.8859,0.36,2.3616,0.7735,0.329,1.6543,0.6828,0.0164,0.0,0.0,9076.794,0.0,-0.2823,9076.5117,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8316.5117
481,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2407,10.4407,0.5873,-0.0324,0.9835,7.0403,0.6402,-0.1748,1.002,8.3937,0.9287,-0.1109,6.6102,0.8785,-0.2166,3.3558,0.731,-0.1191,1.1782,0.7266,-0.0158,0.0,0.0,5791.466,0.0,-0.5347,5790.9313,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5030.9313
482,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0351,2.3061,0.4233,-0.1881,0.9624,8.8046,0.6851,-0.0832,1.0053,5.7221,0.9568,0.6267,4.7426,0.8771,0.3837,2.6391,0.7265,-0.1118,0.5,0.7398,-0.4909,0.0,0.0,3433.338,0.0,0.7391,3434.0771,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2674.0771
483,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.6977,0.6168,-0.0018,0.9742,9.0104,0.606,-0.2411,0.9974,3.0,0.9179,0.1943,6.3907,0.8964,0.2321,0.5,0.728,-0.2581,0.8665,0.7584,0.1289,0.0,0.0,1900.0,0.0,0.1835,1900.1835,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1140.1835
484,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2492,4.6722,0.7441,-0.169,0.9861,6.4589,0.5441,-0.148,1.0026,8.4275,0.9206,0.1628,3.0,0.9125,0.2426,0.9735,0.6493,0.3077,1.519,0.7368,0.0442,0.0,0.0,4654.696,0.0,0.0884,4654.7844,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3894.7844
485,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1131,6.7299,0.488,-0.2516,0.9863,9.2062,0.4896,-0.0282,0.9956,5.7166,0.8847,-0.3431,7.4899,0.9107,-0.069,0.911,0.6721,0.2031,0.5,0.7296,0.3215,0.0,0.0,2702.978,0.0,-0.6919,2702.2861,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1942.2861
486,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.9908,0.6303,-0.4049,0.9815,2.4983,0.499,-0.1078,1.0031,7.9659,0.8755,0.0905,6.5167,0.9129,-0.0642,1.5903,0.6359,0.1196,2.6426,0.7114,0.1692,0.0,0.0,1900.0,0.0,-0.4864,1899.5136,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1139.5136
487,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.009,7.9533,0.7565,0.4145,0.9956,5.0166,0.5705,-0.1801,1.0081,7.9162,0.8546,-0.0895,8.1405,0.8983,0.0491,0.8319,0.686,0.0174,1.0589,0.6869,-0.1825,0.0,0.0,3423.42,0.0,0.194,3423.614,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2663.614
488,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.427,2.0,0.5035,-0.0836,0.9838,11.3971,0.6058,0.0842,1.0042,7.8491,0.7733,0.1437,6.6217,0.8812,0.3086,0.8937,0.6906,-0.1985,1.539,0.6515,0.1775,0.0,0.0,3202.26,0.0,0.4529,3202.7129,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2442.7129
489,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3452,12.0138,0.59,0.1217,0.9972,12.2401,0.6963,-0.28,0.9948,14.7719,0.8325,0.0121,4.5931,0.9836,-0.3163,0.5198,0.7406,-0.0186,1.8656,0.6743,0.0055,0.0,0.0,9251.176,0.0,-0.4625,9250.7135,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8490.7135
490,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7332,10.6161,0.4556,0.0241,1.006,5.9944,0.5139,0.0684,0.9822,9.5204,0.8577,0.3976,7.5773,0.9728,-0.1322,0.5,0.709,-0.2182,2.6767,0.6554,-0.0302,0.0,0.0,8638.616,0.0,0.3579,8638.9739,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7878.9739
491,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8771,11.1662,0.7427,0.1243,1.01,10.3592,0.563,-0.0431,0.9874,8.6838,0.8752,-0.3021,13.3175,0.9424,0.3668,0.5,0.7195,0.3884,0.5235,0.6882,-0.1153,0.0,0.0,7933.298,0.0,0.1459,7933.4439,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7173.4439
492,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9085,12.3254,0.6576,-0.5009,1.0247,7.9335,0.6882,-0.3639,0.9815,10.836,0.9193,0.0506,12.0178,0.9748,-0.0432,3.0801,0.6501,-0.2157,2.7682,0.6522,0.4082,0.0,0.0,11745.23,0.0,-0.8574,11744.3726,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10984.3726
493,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3112,9.8881,0.5501,-0.1175,1.0203,8.0578,0.5634,-0.284,0.9768,14.6665,0.872,0.3014,7.9307,0.9955,0.0983,1.2029,0.7083,0.1421,1.9318,0.6902,0.1568,0.0,0.0,9998.256,0.0,-0.0018,9998.2542,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9238.2542
494,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6927,6.6299,0.5944,0.2899,1.0223,8.3996,0.6309,-0.6695,0.9789,16.7304,0.9318,0.0636,11.4485,0.9523,0.5336,2.7288,0.7256,-0.1627,1.3821,0.7162,-0.0529,0.0,0.0,9003.226,0.0,0.2176,9003.4436,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8243.4436
495,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2077,11.8964,0.706,0.4858,1.0178,6.5809,0.7284,0.2246,0.9721,7.5081,0.8802,-0.4666,10.3847,0.9154,0.038,2.3245,0.7293,-0.2061,4.6284,0.7234,-0.2771,0.0,0.0,14138.926,0.0,0.2818,14139.2078,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13379.2078
496,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2893,10.862,0.4452,-0.0911,1.0116,10.9002,0.6553,-0.0733,0.9786,10.3202,0.8672,-0.1665,7.2576,0.9082,0.1132,2.8895,0.751,-0.1269,2.7596,0.7066,-0.2974,0.0,0.0,12649.934,0.0,-0.2177,12649.7163,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11889.7163
497,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.4723,23.4505,0.5256,-0.0623,1.0143,24.9431,0.5465,0.0816,0.9783,39.0122,0.9213,-0.0523,19.538,0.9434,0.0781,6.6769,0.7244,0.2026,6.3719,0.7234,-0.0372,0.0,0.0,40079.474,0.0,0.0451,40079.5191,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,39319.5191
498,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6506,11.3125,0.6277,0.2666,1.009,9.0006,0.6344,0.1987,0.9838,8.1118,0.9569,-0.4342,9.1262,0.9493,-0.2313,0.5,0.7396,-0.1291,2.5402,0.7536,0.1774,0.0,0.0,11267.228,0.0,-0.2002,11267.0278,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10507.0278
499,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2289,9.067,0.6947,0.1102,1.0079,7.1356,0.6705,-0.2494,1.0001,3.0,0.9156,-0.0948,4.111,0.9355,0.1882,2.2199,0.7564,0.3283,2.2269,0.7425,-0.229,0.0,0.0,9586.982,0.0,-0.0458,9586.9362,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8826.9362
500,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1076,9.4655,0.6502,0.0074,1.0071,6.4151,0.6074,-0.1393,0.999,3.0,0.8787,-0.392,3.0,0.925,0.0482,2.1663,0.7326,0.405,0.5,0.6821,-0.1086,0.0,0.0,8020.888,0.0,-0.4757,8020.4123,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7260.4123
501,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5852,11.153,0.4563,-0.0161,1.0021,3.0541,0.6979,-0.1344,0.9951,7.0926,0.8368,-0.3232,6.0726,0.9038,0.3764,2.839,0.6921,0.0773,3.7369,0.694,-0.0381,0.0,0.0,11622.376,0.0,-0.0973,11622.2787,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10862.2787
502,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.5349,28.5952,0.7057,-0.1426,1.0084,18.0583,0.7233,0.2492,1.003,22.4396,0.8467,-0.0027,33.8626,0.9055,0.1255,7.1327,0.7142,0.3096,8.6856,0.7342,0.0161,0.0,0.0,51503.262,0.0,0.2294,51503.4914,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,50743.4914
503,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.969,12.303,0.7114,-0.1514,0.9908,12.6834,0.6136,0.1254,1.0089,10.8587,0.9085,0.1112,3.0,0.893,0.08,1.0879,0.6845,0.1209,2.5677,0.7086,-0.0186,0.0,0.0,5308.22,0.0,0.1652,5308.3852,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4548.3852
504,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1923,9.9701,0.6908,0.033,0.9861,6.8477,0.7445,-0.1216,0.9979,12.9559,0.9465,0.1793,5.1299,0.8892,0.0973,2.419,0.6796,0.1787,2.1535,0.6924,-0.3725,0.0,0.0,8053.074,0.0,0.188,8053.262,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7293.262
505,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7163,8.4866,0.5899,0.0792,0.9798,4.1503,0.4957,0.3812,1.009,3.0241,0.958,0.0714,3.0,0.882,-0.2473,2.2995,0.6369,-0.0556,2.4335,0.7401,0.4456,0.0,0.0,4832.194,0.0,0.2845,4832.4785,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4072.4785
506,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4666,6.051,0.5356,0.0922,0.9863,4.0615,0.5976,-0.4386,1.0001,6.4377,0.9065,0.0624,7.5369,0.9544,-0.027,1.8962,0.6866,-0.0965,1.3644,0.7576,-0.3257,0.0,0.0,4357.308,0.0,-0.311,4356.997,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3596.997
